OrphaCode,DiseaseName,PrevalenceType,PrevalenceQualification,PrevalenceClass,ValMoy,PrevalenceGeographic
1824,Lowry-Wood syndrome,Cases/families,Case(s),,8.0,Worldwide
1824,Lowry-Wood syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,Cases/families,Case(s),,4.0,Worldwide
1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1954,Congenital lethal erythroderma,Cases/families,Case(s),,17.0,Worldwide
1954,Congenital lethal erythroderma,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1955,Spinocerebellar ataxia type 34,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1955,Spinocerebellar ataxia type 34,Cases/families,Case(s),,45.0,Worldwide
1926,Diabetic embryopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
2209,Maternal phenylketonuria syndrome,Point prevalence,Class only,Unknown,0.0,Europe
2209,Maternal phenylketonuria syndrome,Annual incidence,Value and class,1-5 / 10 000,10.0,Europe
1927,Emery-Nelson syndrome,Cases/families,Case(s),,2.0,Worldwide
1927,Emery-Nelson syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1937,Eng-Strom syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1937,Eng-Strom syndrome,Cases/families,Case(s),,2.0,Worldwide
1920,Toluene embryopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
1919,Phenobarbital embryopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
1917,Fetal methylmercury syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1923,Methimazole embryofetopathy,Cases/families,Case(s),,40.0,Worldwide
1923,Methimazole embryofetopathy,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1912,Fetal hydantoin syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1918,Fetal minoxidil syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1911,Cocaine embryofetopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
1910,Fetal iodine syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1916,Diethylstilbestrol syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
294,Fetal cytomegalovirus syndrome,Point prevalence,Value and class,1-5 / 10 000,40.0,Europe
1914,Vitamin K antagonist embryofetopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
1913,Fetal trimethadione syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1896,EEC syndrome,Prevalence at birth,Value and class,1-9 / 100 000,1.11,Europe
1896,EEC syndrome,Point prevalence,Class only,1-9 / 100 000,0.0,Europe
1897,EEM syndrome,Cases/families,Family(ies),,7.0,Worldwide
1897,EEM syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1908,Aminopterin/methotrexate embryofetopathy,Cases/families,Case(s),,17.0,Worldwide
1908,Aminopterin/methotrexate embryofetopathy,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1909,Indomethacin embryofetopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
1906,Fetal valproate spectrum disorder,Point prevalence,Class only,Unknown,0.0,Worldwide
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.02,Europe
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-5 / 10 000,11.7,Reunion
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Belgium
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.7,Netherlands
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.3,Switzerland
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.2,Germany
1906,Fetal valproate spectrum disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.3,Ireland
1895,Edinburgh malformation syndrome,Cases/families,Family(ies),,2.0,Worldwide
1895,Edinburgh malformation syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1891,Intellectual disability-spasticity-ectrodactyly syndrome,Cases/families,Case(s),,3.0,Worldwide
1891,Intellectual disability-spasticity-ectrodactyly syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1892,Ectrodactyly-polydactyly syndrome,Cases/families,Family(ies),,1.0,Worldwide
1892,Ectrodactyly-polydactyly syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1816,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,Cases/families,Case(s),,4.0,Worldwide
1816,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1807,Focal facial dermal dysplasia type III,Point prevalence,Class only,Unknown,0.0,Worldwide
1807,Focal facial dermal dysplasia type III,Cases/families,Case(s),,20.0,Worldwide
1818,"Ectodermal dysplasia, trichoodontoonychial type",Cases/families,Case(s),,7.0,Worldwide
1818,"Ectodermal dysplasia, trichoodontoonychial type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1883,Ectodermal dysplasia-sensorineural deafness syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1883,Ectodermal dysplasia-sensorineural deafness syndrome,Cases/families,Case(s),,2.0,Worldwide
1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,Cases/families,Case(s),,3.0,Worldwide
1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,Cases/families,Case(s),,7.0,Worldwide
1873,Jalili syndrome,Point prevalence,Value and class,1-9 / 100 000,8.3,"Palestinian Territory, occupied"
1873,Jalili syndrome,Cases/families,Case(s),,49.0,Worldwide
1873,Jalili syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1879,Melorheostosis with osteopoikilosis,Cases/families,Family(ies),,5.0,Worldwide
1879,Melorheostosis with osteopoikilosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1867,"Hereditary bullous dystrophy, macular type",Cases/families,Family(ies),,2.0,Worldwide
1867,"Hereditary bullous dystrophy, macular type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1872,Cone rod dystrophy,Point prevalence,Value and class,1-9 / 100 000,2.5,Europe
1871,Progressive cone dystrophy,Point prevalence,Class only,Unknown,0.0,Worldwide
1860,Thanatophoric dysplasia type 1,Point prevalence,Class only,Unknown,0.0,Worldwide
1861,Thoracic dysplasia-hydrocephalus syndrome,Cases/families,Case(s),,2.0,Worldwide
1861,Thoracic dysplasia-hydrocephalus syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1865,"Dyssegmental dysplasia, Silverman-Handmaker type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1858,Skeletal dysplasia-epilepsy-short stature syndrome,Cases/families,Case(s),,7.0,Worldwide
1858,Skeletal dysplasia-epilepsy-short stature syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
254,Spondylometaphyseal dysplasia,Prevalence at birth,Value and class,1-9 / 100 000,1.0,Europe
254,Spondylometaphyseal dysplasia,Point prevalence,Class only,Unknown,0.0,Worldwide
1852,OBSOLETE: X-linked retinal dysplasia,Cases/families,Case(s),,8.0,Worldwide
1852,OBSOLETE: X-linked retinal dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1842,"Bone dysplasia, lethal Holmgren type",Cases/families,Case(s),,7.0,Worldwide
1842,"Bone dysplasia, lethal Holmgren type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1839,Hereditary mucoepithelial dysplasia,Point prevalence,Class only,Unknown,0.0,Worldwide
1837,"Metaphyseal chondrodysplasia, Rosenberg type",Cases/families,Case(s),,3.0,Worldwide
1837,"Metaphyseal chondrodysplasia, Rosenberg type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1836,"Mesomelic dysplasia, Kantaputra type",Cases/families,Family(ies),,5.0,Worldwide
1836,"Mesomelic dysplasia, Kantaputra type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1834,Axial mesodermal dysplasia spectrum,Point prevalence,Class only,Unknown,0.0,Worldwide
1830,Schimke immuno-osseous dysplasia,Cases/families,Case(s),,133.0,Worldwide
1830,Schimke immuno-osseous dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,Cases/families,Case(s),,2.0,Worldwide
1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
251,Multiple epiphyseal dysplasia,Point prevalence,Value and class,1-9 / 100 000,5.0,Europe
1811,Odontomicronychial dysplasia,Cases/families,Case(s),,5.0,Worldwide
1811,Odontomicronychial dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1812,Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type",Cases/families,Case(s),,6.0,Worldwide
1808,"Hidrotic ectodermal dysplasia, Christianson-Fourie type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1809,"Hidrotic ectodermal dysplasia, Halal type",Cases/families,Case(s),,4.0,Worldwide
1809,"Hidrotic ectodermal dysplasia, Halal type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1806,Ectodermal dysplasia-blindness syndrome,Cases/families,Case(s),,2.0,Worldwide
1806,Ectodermal dysplasia-blindness syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1802,Ghosal hematodiaphyseal dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
1803,Thoracomelic dysplasia,Cases/families,Case(s),,2.0,Worldwide
1803,Thoracomelic dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1798,Craniofacial dysostosis-diaphyseal hyperplasia syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
1799,Familial developmental dysphasia,Cases/families,Family(ies),,6.0,Worldwide
1799,Familial developmental dysphasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
1794,Oculomaxillofacial dysostosis,Cases/families,Case(s),,4.0,Worldwide
1794,Oculomaxillofacial dysostosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2128,Isolated hemihyperplasia,Prevalence at birth,Value and class,1-9 / 100 000,5.0,Worldwide
2128,Isolated hemihyperplasia,Point prevalence,Value and class,1-9 / 100 000,5.0,Worldwide
2130,Non-syndromic hemimelia,Point prevalence,Value and class,1-9 / 100 000,4.15,Europe
2136,Hennekam syndrome,Cases/families,Case(s),,50.0,Worldwide
2136,Hennekam syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2138,"46,XX ovotesticular difference of sex development",Cases/families,Case(s),,500.0,Worldwide
2138,"46,XX ovotesticular difference of sex development",Prevalence at birth,Value and class,1-9 / 100 000,2.5,Worldwide
2138,"46,XX ovotesticular difference of sex development",Point prevalence,Class only,1-9 / 100 000,0.0,Europe
2139,Hernández-Aguirre Negrete syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
2141,Diaphragmatic defect-limb deficiency-skull defect syndrome,Cases/families,Case(s),,7.0,Worldwide
2141,Diaphragmatic defect-limb deficiency-skull defect syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2143,Donnai-Barrow syndrome,Cases/families,Case(s),,50.0,Worldwide
2143,Donnai-Barrow syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2145,"Craniosynostosis, Herrmann-Opitz type",Cases/families,Case(s),,2.0,Worldwide
2145,"Craniosynostosis, Herrmann-Opitz type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2149,Nodular neuronal heterotopia,Point prevalence,Class only,Unknown,0.0,Worldwide
2148,Lissencephaly type 1 due to doublecortin gene mutation,Point prevalence,Class only,Unknown,0.0,Worldwide
158048,Hemophagocytic syndrome associated with an infection,Point prevalence,Class only,Unknown,0.0,Worldwide
158057,Acquired hemophagocytic lymphohistiocytosis associated with malignant disease,Point prevalence,Class only,Unknown,0.0,Worldwide
2108,Hallermann-Streiff syndrome,Cases/families,Case(s),,150.0,Worldwide
2108,Hallermann-Streiff syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
2108,Hallermann-Streiff syndrome,Prevalence at birth,Value and class,1-9 / 100 000,3.6,Japan
158061,Macrophage activation syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
2107,Hall-Riggs syndrome,Cases/families,Case(s),,8.0,Worldwide
2107,Hall-Riggs syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2110,Hallux varus-preaxial polysyndactyly syndrome,Cases/families,Case(s),,2.0,Worldwide
2110,Hallux varus-preaxial polysyndactyly syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2109,Hallermann-Streiff-like syndrome,Cases/families,Case(s),,2.0,Worldwide
2109,Hallermann-Streiff-like syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2111,Cystic hamartoma of lung and kidney,Cases/families,Case(s),,3.0,Worldwide
2111,Cystic hamartoma of lung and kidney,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
158266,Huntington disease-like syndrome,Point prevalence,Value and class,1-9 / 100 000,1.85,Brazil
2115,Harrod syndrome,Cases/families,Case(s),,3.0,Worldwide
2115,Harrod syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2114,"Hip dysplasia, Beukes type",Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
2994,Short stature-craniofacial anomalies-genital hypoplasia syndrome,Cases/families,Family(ies),,3.0,Worldwide
2994,Short stature-craniofacial anomalies-genital hypoplasia syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2117,Hartsfield syndrome,Cases/families,Case(s),,35.0,Worldwide
2117,Hartsfield syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2119,HEC syndrome,Cases/families,Case(s),,2.0,Worldwide
2119,HEC syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2123,Multifocal infantile hemangioma with extracutenous involvement,Cases/families,Case(s),,70.0,Worldwide
2123,Multifocal infantile hemangioma with extracutenous involvement,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157997,Benign cephalic histiocytosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
2090,GMS syndrome,Cases/families,Family(ies),,1.0,Worldwide
2090,GMS syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2091,Multinodular goiter-cystic kidney-polydactyly syndrome,Cases/families,Case(s),,3.0,Worldwide
2091,Multinodular goiter-cystic kidney-polydactyly syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157991,Generalized eruptive histiocytosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
376,Gordon syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
2092,Focal dermal hypoplasia,Cases/families,Case(s),,300.0,Worldwide
2092,Focal dermal hypoplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
158000,Juvenile xanthogranuloma,Annual incidence,Value and class,<1 / 1 000 000,0.005,Germany
158000,Juvenile xanthogranuloma,Point prevalence,Value and class,<1 / 1 000 000,0.0225,Germany
2098,"Acromesomelic dysplasia, Grebe type",Point prevalence,Class only,Unknown,0.0,Worldwide
158025,Hereditary progressive mucinous histiocytosis,Cases/families,Case(s),,18.0,Worldwide
158025,Hereditary progressive mucinous histiocytosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
380,Greig cephalopolysyndactyly syndrome,Prevalence at birth,Class only,1-9 / 1 000 000,0.0,Europe
380,Greig cephalopolysyndactyly syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
2095,Gorlin-Chaudhry-Moss syndrome,Cases/families,Case(s),,7.0,Worldwide
2095,Gorlin-Chaudhry-Moss syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
158014,Rosaï-Dorfman disease,Cases/families,Case(s),,1000.0,Worldwide
158014,Rosaï-Dorfman disease,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2097,Grant syndrome,Cases/families,Family(ies),,1.0,Worldwide
2097,Grant syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2101,Grubben-de Cock-Borghgraef syndrome,Cases/families,Case(s),,3.0,Worldwide
2101,Grubben-de Cock-Borghgraef syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2104,Dysmorphism-pectus carinatum-joint laxity syndrome,Cases/families,Case(s),,2.0,Worldwide
2104,Dysmorphism-pectus carinatum-joint laxity syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
158032,Hemophagocytic syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
158032,Hemophagocytic syndrome,Annual incidence,Value and class,1-9 / 100 000,0.198,United Kingdom
2069,Gastrocutaneous syndrome,Cases/families,Case(s),,24.0,Worldwide
2069,Gastrocutaneous syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157846,Neuroferritinopathy,Cases/families,Case(s),,90.0,Worldwide
157846,Neuroferritinopathy,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157832,Craniorhiny,Cases/families,Case(s),,4.0,Worldwide
157832,Craniorhiny,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2067,GAPO syndrome,Cases/families,Case(s),,60.0,Worldwide
2067,GAPO syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157835,Paroxysmal hemicrania,Point prevalence,Class only,Unknown,0.0,Europe
2065,Galloway-Mowat syndrome,Cases/families,Case(s),,159.0,Worldwide
2065,Galloway-Mowat syndrome,Point prevalence,Value and class,1-9 / 1 000 000,0.1,Worldwide
2075,Genitopalatocardiac syndrome,Cases/families,Case(s),,15.0,Worldwide
2075,Genitopalatocardiac syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
2074,Gemignani syndrome,Cases/families,Case(s),,2.0,Worldwide
2074,Gemignani syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
157850,Pantothenate kinase-associated neurodegeneration,Point prevalence,Value and class,1-9 / 1 000 000,0.15,Europe
2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,Cases/families,Case(s),,10.0,Worldwide
2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
